"ï..Status","card_present","txn_description","first_name","balance","date","gender","age","State","amount","movement","SalaryPerAnnum"
"567","1",1,"2","Timothy","2,521.50","8/5/2018","2",20,"2","25.43","0","397,921.20"
"568","2",NA,"1","Matthew","6,615.79","8/5/2018","2",39,NA,"167","0","14,135.40"
"569","2",NA,"1","Richard","2,452.96","8/5/2018","2",22,NA,"25","0","22,387.20"
"570","1",1,"0","Debra","63.69","8/5/2018","1",18,"2","13.52","0","31,923.84"
"571","2",NA,"5","Linda","1,322.05","8/5/2018","1",35,NA,"82","0","13,924.80"
"572","2",NA,"3","Michael","42,521.09","8/5/2018","2",22,NA,"36","0","21,771.12"
"573","1",1,"0","Stephanie","134.78","8/5/2018","1",53,"0","49.13","0","63,432.48"
"574","2",NA,"1","Kimberly","423.18","8/5/2018","1",24,NA,"38","0","79,769.88"
"575","1",1,"2","Edward","4,109.53","8/5/2018","2",19,"4","15.09","0","20,419.80"
"576","2",NA,"1","Jessica","16,192.21","8/5/2018","1",34,NA,"31","0","31,642.32"
"577","2",NA,"1","Mary","705.66","8/5/2018","1",64,NA,"30","0","15,228.60"
"578","2",NA,"1","Ryan","30,247.08","8/5/2018","2",38,NA,"71","0","99,251.40"
"579","2",NA,"3","Michael","50,336.08","8/5/2018","2",19,NA,"123","0","12,436.08"
"580","2",NA,"3","Tim","54,619.82","8/5/2018","2",40,NA,"39","0","68,364.96"
"581","1",0,"2","Robert","1,528.42","8/5/2018","2",20,"2","40.62","0","3,123,588.24"
"582","2",NA,"1","Derek","528.48","8/5/2018","2",20,NA,"49","0","68,282.16"
"583","1",1,"2","Christopher","57,976.85","8/5/2018","2",33,"1","25.19","0","21,660.96"
"584","2",NA,"3","Richard","2,419.96","8/5/2018","2",22,NA,"33","0","31,364.52"
"585","1",1,"2","Tonya","2,679.63","8/5/2018","1",27,"4","13.43","0","73,326.36"
"586","1",0,"0","Barry","50.75","8/5/2018","2",38,"2","18.84","0","17,390.64"
"587","2",NA,"1","Richard","2,324.96","8/5/2018","2",22,NA,"95","0","26,788.08"
"588","2",NA,"1","Ryan","369.41","8/5/2018","2",31,NA,"123","0","21,406.32"
"589","1",0,"0","Michelle","1,476.16","8/5/2018","1",19,"2","17.11","0","193,387.44"
"590","1",1,"2","Michael","42,501.13","8/5/2018","2",22,"1","19.96","0","18,648.36"
"591","1",0,"0","Diana","517.05","8/5/2018","1",26,"2","11.48","0","22,833.24"
"592","1",1,"2","James","6,677.87","8/5/2018","2",28,"0","41.61","0","22,488.96"
"593","1",0,"0","Isaiah","7,881.62","8/5/2018","2",23,"2","10.9","0","16,832.52"
"594","1",1,"0","Heather","1,313.04","8/5/2018","1",41,"1","95.23","0","42,540.36"
"595","1",1,"2","Diana","514.2","8/5/2018","1",26,"2","2.85","0","31,248.96"
"596","1",1,"0","Natasha","186,134.52","8/5/2018","1",40,"1","39.78","0","13,771.20"
"597","2",NA,"1","Michael","29,374.62","8/5/2018","2",21,NA,"42","0","277,818.12"
"598","1",1,"0","Diana","506.66","8/5/2018","1",26,"0","7.54","0","79,596.48"
"599","1",1,"2","Stephanie","116.89","8/5/2018","1",53,"0","17.89","0","23,788.08"
"600","1",1,"0","Rhonda","1,164.32","8/5/2018","1",40,"0","45.13","0","439,484.88"
"601","1",1,"0","Diana","488.95","8/5/2018","1",26,"0","17.71","0","18,833.52"
"602","1",0,"2","Rhonda","1,131.73","8/5/2018","1",40,"0","32.59","0","46,893.72"
"603","1",1,"2","Billy","3,596.14","8/5/2018","2",52,"4","115.96","0","24,054.12"
"604","1",1,"0","Tonya","2,660.32","8/5/2018","1",27,"4","19.31","0","32,734.56"
"605","2",NA,"1","Michael","50,227.08","8/5/2018","2",19,NA,"109","0","30,748.56"
"606","2",NA,"1","Craig","29,742.05","8/5/2018","2",28,NA,"28","0","86,922.72"
"607","2",NA,"3","Ricky","76.59","8/5/2018","2",43,NA,"31","0","23,638.44"
"608","2",NA,"3","Emily","28,486.99","8/5/2018","1",43,NA,"38","0","14,903.76"
"609","2",NA,"1","James","6,643.87","8/5/2018","2",28,NA,"34","0","30,095.52"
"610","1",1,"2","Emily","28,524.99","8/5/2018","1",43,"1","13.26","0","161,486.28"
"611","1",1,"2","Fernando","4,139.63","8/5/2018","2",19,"1","14.08","0","358,023.96"
"612","1",1,"2","Susan","1,346.43","8/5/2018","1",20,"2","13.93","0","2,283,594.72"
"613","1",1,"2","Richard","1,225.13","8/5/2018","2",37,"2","28.12","0","205,524.24"
"614","2",NA,"1","Edward","4,063.28","8/5/2018","2",19,NA,"37","0","29,859.96"
"615","1",1,"2","Michael","42,399.24","8/5/2018","2",22,"1","101.89","0","41,379.84"
"616","1",1,"0","Edward","4,100.28","8/5/2018","2",19,"2","9.25","0","78,993.48"
"617","2",NA,"1","Billy","3,467.14","8/5/2018","2",52,NA,"129","0","13,387.20"
"618","1",1,"0","Rhonda","1,105.46","8/5/2018","1",40,"2","26.27","0","79,482.24"
"619","1",1,"2","Daniel","4,132.83","8/5/2018","2",22,"1","31.17","0","34,198.56"
"620","1",0,"0","Christopher","5,759.70","8/5/2018","2",35,"2","14.06","0","17,223.00"
"621","1",1,"0","Rhonda","1,097.80","8/5/2018","1",40,"0","7.66","0","49,664.64"
"622","1",0,"0","Jacqueline","2,930.06","8/5/2018","1",30,"3","78.16","0","352,495.44"
"623","1",0,"0","Daniel","4,098.00","8/5/2018","2",22,"2","34.83","0","29,619.72"
"624","1",1,"2","Susan","1,290.43","8/5/2018","1",20,"2","56","0","192,919.44"
"625","1",1,"2","Ryan","30,213.77","8/5/2018","2",38,"2","33.31","0","24,645.72"
"626","1",1,"0","Daniel","4,092.42","8/5/2018","2",22,"1","5.58","0","21,645.24"
"627","1",0,"2","Susan","1,229.64","8/5/2018","1",20,"2","60.79","0","108,674.64"
"628","1",1,"2","Jessica","16,180.53","8/5/2018","1",34,"3","11.68","0","29,505.36"
"629","1",1,"2","Tim","54,601.71","8/5/2018","2",40,"4","18.11","0","29,749.20"
"630","2",NA,"1","Jacqueline","2,908.06","8/5/2018","1",30,NA,"22","0","23,478.96"
"631","1",0,"2","Daniel","4,060.53","8/5/2018","2",22,"1","31.89","0","29,454.72"
"632","1",0,"0","Daniel","3,966.54","8/5/2018","2",22,"1","93.99","0","49,451.04"
"633","1",0,"0","Brian","103,216.89","8/5/2018","2",42,"0","78.15","0","29,229.12"
"634","1",1,"2","Daniel","3,907.81","8/5/2018","2",22,"1","58.73","0","86,912.16"
"635","2",NA,"1","Kristin","800.22","8/5/2018","1",43,NA,"124","0","31,975.20"
"636","1",1,"0","Joseph","1,043.17","8/5/2018","2",37,"0","6.11","0","60,111.48"
"637","1",0,"0","Rhonda","1,073.65","8/5/2018","1",40,"0","24.15","0","66,543.00"
"638","2",NA,"1","Marissa","1,896.08","8/5/2018","1",23,NA,"18","0","3,099,431.28"
"639","1",1,"0","Billy","3,448.32","8/5/2018","2",52,"4","18.82","0","46,884.60"
"640","1",1,"0","James","6,628.63","8/5/2018","2",28,"5","15.24","0","15,478.92"
"641","1",1,"0","Tiffany","1,355.34","8/5/2018","1",25,"4","11.68","0","71,427.48"
"642","1",1,"2","Ryan","301.1","8/5/2018","2",31,"2","68.31","0","29,850.00"
"643","1",0,"0","Barry","43.6","8/5/2018","2",38,"2","7.15","0","29,627.28"
"644","1",0,"2","Emily","28,450.49","8/5/2018","1",43,"1","36.5","0","349,379.04"
"645","1",1,"0","Ryan","272.39","8/5/2018","2",31,"2","28.71","0","22,967.04"
"646","1",1,"2","Joseph","1,036.34","8/5/2018","2",37,"0","6.83","0","50,334.36"
"647","1",1,"2","Jeffrey","1,760.73","8/5/2018","2",24,"1","546.94","0","14,833.20"
"648","1",1,"0","Brian","103,165.32","8/5/2018","2",42,"2","51.57","0","44,711.40"
"649","1",1,"2","Michael","50,212.40","8/5/2018","2",19,"1","14.68","0","18,691.32"
"650","1",0,"0","Rachael","2,204.97","8/5/2018","1",21,"1","28.08","0","223,159.32"
"651","1",0,"2","Christopher","5,738.18","8/5/2018","2",35,"3","21.52","0","191,806.44"
"652","1",1,"0","Michael","50,198.12","8/5/2018","2",19,"4","14.28","0","204,348.60"
"653","1",1,"0","Susan","1,220.92","8/5/2018","1",20,"2","8.72","0","22,422.96"
"654","1",1,"0","Michelle","1,469.85","8/5/2018","1",19,"2","6.31","0","12,028.56"
"655","1",1,"2","Jeffrey","1,720.26","8/5/2018","2",24,"1","40.47","0","21,323.16"
"656","1",1,"0","James","6,536.00","8/5/2018","2",28,"4","92.63","0","108,331.92"
"657","1",1,"0","Kenneth","2,553.90","8/5/2018","2",35,"0","28.51","0","115,184.28"
"658","2",NA,"1","Michael","363.2","8/5/2018","2",40,NA,"25","0","14,094.72"
"659","1",1,"2","Ronald","1,914.87","8/5/2018","2",25,"3","37.15","0","204,212.64"
"660","1",1,"0","Michelle","1,447.98","8/5/2018","1",19,"2","21.87","0","21,136.68"
"661","1",1,"0","Michelle","1,442.52","8/5/2018","1",19,"1","5.46","0","14,651.04"
"662","2",NA,"1","Craig","29,662.05","8/5/2018","2",28,NA,"80","0","27,491.52"
"663","1",0,"0","Ronald","1,909.86","8/5/2018","2",25,"1","5.01","0","16,496.52"
"664","1",1,"2","Michelle","1,385.79","8/5/2018","1",19,"2","56.73","0","37,459.08"
"665","1",1,"2","Robert","1,516.38","8/6/2018","2",20,"2","12.04","0","43,103.40"
"666","1",0,"0","Melissa","79.76","8/6/2018","1",30,"0","5.04","0","37,099.08"
"667","2",NA,"1","Tim","54,418.71","8/6/2018","2",40,NA,"183","0","158,083.80"
"668","2",NA,"1","Ryan","30,028.77","8/6/2018","2",38,NA,"185","0","19,538.16"
"669","2",NA,"3","Matthew","6,582.79","8/6/2018","2",39,NA,"33","0","29,445.60"
"670","2",NA,"3","Susan","723.87","8/6/2018","1",19,NA,"24","0","12,142.44"
"671","1",0,"2","Maria","1,805.27","8/6/2018","1",35,"2","53.43","0","29,366.16"
"672","2",NA,"1","Michele","1,002.27","8/6/2018","1",30,NA,"66","0","31,161.84"
"673","2",NA,"1","Tyler","1,861.27","8/6/2018","2",69,NA,"70","0","21,209.04"
"674","2",NA,"1","Michael","174.2","8/6/2018","2",40,NA,"189","0","24,165.72"
"675","2",NA,"1","Richard","2,290.96","8/6/2018","2",22,NA,"34","0","67,903.32"
"676","2",NA,"1","Maria","1,770.27","8/6/2018","1",35,NA,"35","0","58,968.48"
"677","2",NA,"3","Natasha","186,083.52","8/6/2018","1",40,NA,"51","0","46,224.60"
"678","1",1,"0","Jessica","16,161.93","8/6/2018","1",34,"3","18.6","0","30,870.96"
"679","1",1,"0","Michael","50,178.87","8/6/2018","2",19,"4","19.25","0","55,903.20"
"680","2",NA,"3","Richard","11,111.76","8/6/2018","2",24,NA,"39","0","17,160.24"
"681","1",1,"0","Amy","1,462.14","8/6/2018","1",43,"1","18.55","0","68,013.36"
"682","1",1,"0","Richard","1,174.56","8/6/2018","2",37,"2","50.57","0","13,104.12"
"683","1",1,"0","Michelle","1,366.25","8/6/2018","1",19,"2","19.54","0","20,912.76"
"684","1",1,"2","Robert","1,491.29","8/6/2018","2",20,"2","25.09","0","55,474.68"
"685","1",1,"2","Sandra","228.34","8/6/2018","1",34,"6","17.75","0","26,637.36"
"686","1",1,"0","Rachael","2,195.47","8/6/2018","1",21,"1","9.5","0","22,284.12"
"687","1",1,"0","Rachael","2,156.82","8/6/2018","1",21,"2","38.65","0","36,881.04"
"688","1",1,"0","Jessica","16,153.94","8/6/2018","1",34,"7","7.99","0","36,793.92"
"689","1",1,"0","Isaiah","7,867.58","8/6/2018","2",23,"2","14.04","0","28,287.84"
"690","1",1,"0","Melissa","44.35","8/6/2018","1",30,"2","35.41","0","52,378.68"
"691","1",1,"0","Stephanie","100.23","8/6/2018","1",53,"0","16.66","0","44,102.88"
"692","1",0,"0","Jessica","16,140.55","8/6/2018","1",34,"3","13.39","0","22,234.92"
"693","1",1,"2","Christopher","57,959.46","8/6/2018","2",33,"1","17.39","0","41,139.84"
"694","1",1,"2","Barry","30.01","8/6/2018","2",38,"3","13.59","0","71,337.00"
"695","1",1,"2","Tiffany","1,340.64","8/6/2018","1",25,"4","14.7","0","204,150.00"
"696","1",1,"0","Heather","1,298.80","8/6/2018","1",41,"1","14.24","0","38,447.40"
"697","1",1,"2","Rhonda","1,067.44","8/6/2018","1",40,"0","6.21","0","357,675.96"
"698","1",1,"2","Rhonda","1,021.48","8/6/2018","1",40,"0","45.96","0","86,612.16"
"699","1",1,"0","Maria","1,753.44","8/6/2018","1",35,"3","16.83","0","18,058.56"
"700","1",1,"2","Dustin","777.17","8/6/2018","2",28,"1","46.36","0","58,265.16"
"701","1",1,"0","Rhonda","986.67","8/6/2018","1",40,"0","34.81","0","43,855.08"
"702","2",NA,"4","Lucas","5,835.11","8/6/2018","2",21,NA,"3,578.65","1","58,700.40"
"703","2",NA,"4","Robin","1,726.28","8/6/2018","1",34,NA,"1,711.39","1","49,127.04"
"704","2",NA,"1","Robin","1,680.28","8/6/2018","1",34,NA,"46","0","30,186.96"
"705","2",NA,"1","Michael","50,141.87","8/6/2018","2",19,NA,"37","0","69,541.32"
"706","2",NA,"4","Rhonda","1,878.76","8/6/2018","1",40,NA,"892.09","1","14,183.04"
"707","2",NA,"4","Kenneth","4,407.89","8/6/2018","2",29,NA,"4,405.30","1","30,918.00"
"708","2",NA,"1","Ryan","29,986.77","8/6/2018","2",38,NA,"42","0","16,123.80"
"709","2",NA,"4","Natasha","190,299.56","8/6/2018","1",40,NA,"4,216.04","1","13,097.16"
"710","1",1,"0","Robert","1,474.54","8/6/2018","2",20,"2","16.75","0","29,160.96"
"711","1",0,"2","Robert","1,459.35","8/6/2018","2",20,"2","15.19","0","37,314.84"
"712","2",NA,"1","Isaiah","7,766.58","8/6/2018","2",23,NA,"101","0","46,602.12"
"713","2",NA,"4","Maria","2,616.39","8/6/2018","1",35,NA,"862.95","1","22,893.72"
"714","1",1,"0","Tiffany","1,337.95","8/6/2018","1",25,"4","2.69","0","47,254.80"
"715","1",1,"0","Gregory","523.15","8/6/2018","2",42,"2","52.19","0","111,977.64"
"716","1",1,"2","Michelle","1,336.71","8/6/2018","1",19,"2","29.54","0","45,672.60"
"717","2",NA,"4","Brian","106,396.58","8/6/2018","2",42,NA,"3,231.26","1","353,308.68"
"718","2",NA,"4","Ricky","2,664.60","8/6/2018","2",43,NA,"2,588.01","1","28,892.52"
"719","2",NA,"4","Luis","1,402.71","8/6/2018","2",27,NA,"1,396.23","1","22,742.88"
"720","2",NA,"4","Emily","29,114.92","8/6/2018","1",43,NA,"664.43","1","58,431.12"
"721","2",NA,"4","Kimberly","1,483.02","8/6/2018","1",24,NA,"1,059.84","1","57,595.44"
"722","2",NA,"4","Edward","5,053.83","8/6/2018","2",19,NA,"990.55","1","30,044.52"
"723","1",1,"0","Kristin","784.27","8/6/2018","1",43,"1","15.95","0","78,585.48"
"724","1",1,"2","Diana","455.13","8/6/2018","1",26,"3","33.82","0","115,115.16"
"725","2",NA,"1","Lucas","5,795.11","8/6/2018","2",21,NA,"40","0","71,163.48"
"726","2",NA,"4","Michael","2,454.56","8/6/2018","2",40,NA,"2,280.36","1","20,752.68"
"727","2",NA,"1","Craig","29,642.05","8/6/2018","2",28,NA,"20","0","80,300.52"
"728","2",NA,"4","Melissa","1,681.07","8/6/2018","1",30,NA,"1,636.72","1","39,450.72"
"729","1",1,"2","Gregory","496.81","8/6/2018","2",42,"2","26.34","0","29,795.64"
"730","2",NA,"3","Michele","947.27","8/6/2018","1",30,NA,"55","0","418,391.04"
"731","2",NA,"1","Tiffany","1,177.95","8/6/2018","1",25,NA,"160","0","43,643.28"
"732","2",NA,"1","Marissa","1,874.08","8/6/2018","1",23,NA,"22","0","78,009.48"
"733","1",1,"0","Christopher","5,728.67","8/6/2018","2",35,"2","9.51","0","19,229.16"
"734","1",0,"0","James","6,523.89","8/6/2018","2",28,"4","12.11","0","14,869.56"
"735","1",0,"2","Diana","445.37","8/6/2018","1",26,"2","9.76","0","16,148.52"
"736","1",1,"2","Gregory","449.05","8/6/2018","2",42,"2","47.76","0","60,273.96"
"737","1",1,"0","Craig","29,629.39","8/6/2018","2",28,"2","12.66","0","22,202.64"
"738","2",NA,"1","Susan","687.87","8/6/2018","1",19,NA,"36","0","54,487.92"
"739","2",NA,"4","Darren","9,637.69","8/6/2018","2",20,NA,"3,026.95","1","114,898.68"
"740","2",NA,"1","Craig","29,501.39","8/6/2018","2",28,NA,"128","0","51,539.88"
"741","2",NA,"1","Kimberly","1,430.02","8/6/2018","1",24,NA,"53","0","28,653.36"
"742","2",NA,"4","James","9,062.57","8/6/2018","2",28,NA,"2,538.68","1","17,731.08"
"743","2",NA,"4","Michelle","5,314.17","8/6/2018","1",19,NA,"3,977.46","1","77,751.24"
"744","1",0,"0","Kenneth","2,524.19","8/6/2018","2",35,"2","29.71","0","51,512.88"
"745","1",1,"2","Virginia","1,868.58","8/6/2018","1",20,"4","17.89","0","51,706.68"
"746","1",1,"2","Heather","1,275.95","8/6/2018","1",41,"1","22.85","0","86,343.60"
"747","1",1,"0","Rhonda","1,865.60","8/6/2018","1",40,"0","13.16","0","71,005.44"
"748","2",NA,"1","Tyler","1,797.27","8/6/2018","2",69,NA,"64","0","17,383.08"
"749","2",NA,"1","Brian","106,363.58","8/6/2018","2",42,NA,"33","0","31,507.20"
"750","1",1,"0","Charles","6.49","8/6/2018","2",18,"0","7.18","0","157,537.80"
"751","1",0,"0","Ryan","29,969.33","8/6/2018","2",38,"2","17.44","0","653,024.52"
"752","1",1,"0","Amy","1,435.25","8/6/2018","1",43,"1","26.89","0","21,963.12"
"753","1",1,"0","Catherine","10.15","8/6/2018","1",26,"2","8.3","0","114,734.52"
"754","1",0,"0","Michael","2,430.08","8/6/2018","2",44,"1","21.8","0","14,353.56"
"755","1",0,"2","Rachael","2,063.89","8/6/2018","1",21,"1","92.93","0","160,946.28"
"756","1",1,"2","Christopher","57,937.15","8/6/2018","2",33,"1","22.31","0","19,148.88"
"757","1",1,"0","Kenneth","2,479.10","8/6/2018","2",35,"0","45.09","0","20,219.52"
"758","1",1,"2","Heather","1,239.13","8/6/2018","1",41,"1","36.82","0","80,096.52"
"759","2",NA,"1","Ryan","29,835.33","8/6/2018","2",38,NA,"134","0","20,060.16"
"760","2",NA,"1","Edward","5,022.83","8/6/2018","2",19,NA,"31","0","12,869.52"
"761","1",1,"2","Ronald","1,902.77","8/6/2018","2",25,"2","7.09","0","34,896.72"
"762","2",NA,"3","Kimberly","14.97","8/6/2018","1",27,NA,"20","0","44,007.48"
"763","2",NA,"1","Robert","6,647.49","8/6/2018","2",26,NA,"61","0","19,951.44"
"764","1",1,"2","Richard","11,102.53","8/7/2018","2",24,"2","9.23","0","13,820.88"
"765","1",1,"2","Michelle","5,286.04","8/7/2018","1",19,"4","28.13","0","223,025.04"
"766","1",1,"0","Stephanie","66.53","8/7/2018","1",53,"0","33.7","0","77,367.24"
"767","2",NA,"3","Diana","425.37","8/7/2018","1",26,NA,"20","0","86,041.80"
"768","2",NA,"5","Jeffrey","1,205.42","8/7/2018","2",30,NA,"134","0","190,983.72"
"769","2",NA,"3","Linda","1,305.05","8/7/2018","1",35,NA,"17","0","27,795.12"
"770","2",NA,"5","Kenneth","4,364.89","8/7/2018","2",29,NA,"43","0","70,618.08"
"771","1",1,"2","Ryan","261.71","8/7/2018","2",31,"2","10.68","0","28,405.20"
"772","2",NA,"3","Rachael","2,043.89","8/7/2018","1",21,NA,"20","0","17,722.80"
"773","2",NA,"1","Craig","29,471.39","8/7/2018","2",28,NA,"30","0","36,509.28"
"774","1",1,"0","Robert","1,449.22","8/7/2018","2",20,"2","10.13","0","36,275.28"
"775","2",NA,"3","Alexander","5,545.25","8/7/2018","2",38,NA,"42","0","14,465.04"
"776","2",NA,"1","Sandra","208.34","8/7/2018","1",34,NA,"20","0","12,317.52"
"777","2",NA,"1","Christine","4,194.53","8/7/2018","1",39,NA,"21","0","14,401.20"
"778","2",NA,"1","Darren","9,598.69","8/7/2018","2",20,NA,"39","0","17,244.00"
"779","2",NA,"1","Timothy","2,487.50","8/7/2018","2",20,NA,"34","0","85,745.52"
"780","2",NA,"1","Diana","389.37","8/7/2018","1",26,NA,"36","0","695,245.80"
"781","1",1,"2","Isaiah","7,242.68","8/7/2018","2",23,"2","523.9","0","601,702.44"
"782","2",NA,"1","Linda","1,269.05","8/7/2018","1",35,NA,"36","0","51,435.24"
"783","1",1,"2","Diana","378.23","8/7/2018","1",26,"0","11.14","0","17,458.80"
"784","2",NA,"3","Craig","29,442.39","8/7/2018","2",28,NA,"29","0","64,525.80"
"785","2",NA,"1","Michelle","5,209.29","8/7/2018","1",19,NA,"54","0","67,169.64"
"786","2",NA,"1","Michelle","5,009.29","8/7/2018","1",19,NA,"200","0","14,736.96"
"787","1",1,"0","James","9,056.22","8/7/2018","2",28,"4","6.35","0","96,758.64"
"788","1",1,"0","Ryan","239.86","8/7/2018","2",31,"2","21.85","0","14,782.92"
"789","1",0,"2","Fernando","4,120.92","8/7/2018","2",19,"5","18.71","0","85,124.04"
"790","1",1,"0","Jessica","16,115.62","8/7/2018","1",34,"7","24.93","0","14,181.48"
"791","1",1,"0","Christopher","5,697.08","8/7/2018","2",35,"2","31.59","0","35,974.92"
"792","1",0,"0","Jeffrey","1,701.65","8/7/2018","2",24,"1","18.61","0","17,649.84"
"793","1",1,"2","Kimberly","0.24","8/7/2018","1",27,"1","14.73","0","19,644.00"
"794","1",1,"0","Eric","33,108.10","8/7/2018","2",42,"1","52","0","19,432.92"
"795","1",1,"2","Tiffany","1,160.40","8/7/2018","1",25,"1","17.55","0","624,239.52"
"796","1",1,"2","Rhonda","1,814.26","8/7/2018","1",40,"1","51.34","0","78,854.76"
"797","1",0,"0","Tonya","2,636.86","8/7/2018","1",27,"4","23.46","0","351,412.68"
"798","1",1,"0","Tiffany","1,147.60","8/7/2018","1",25,"4","12.8","0","29,380.56"
"799","1",1,"2","Rhonda","1,805.08","8/7/2018","1",40,"4","9.18","0","2,283,246.72"
"800","1",1,"0","Michelle","5,263.29","8/7/2018","1",19,"0","22.75","0","32,743.20"
"801","1",1,"0","Robert","6,633.04","8/7/2018","2",26,"1","14.45","0","33,003.00"
"802","1",1,"0","Stephanie","52.57","8/7/2018","1",53,"2","13.96","0","29,123.16"
"803","1",1,"2","Jessica","9.63","8/7/2018","1",21,"6","9.71","0","43,995.36"
"804","1",1,"0","Jeffrey","1,569.46","8/7/2018","2",24,"0","132.19","0","601,598.52"
"805","1",1,"2","Tonya","2,613.71","8/7/2018","1",27,"4","23.15","0","693,901.80"
"806","1",1,"2","Diana","370.38","8/7/2018","1",26,"0","7.85","0","67,002.84"
"807","2",NA,"1","Linda","1,224.05","8/7/2018","1",35,NA,"45","0","77,184.12"
"808","2",NA,"4","Charles","4,138.72","8/7/2018","2",18,NA,"4,132.23","1","69,999.00"
"809","1",0,"0","Joseph","957.37","8/7/2018","2",37,"2","78.97","0","308,278.44"
"810","1",1,"0","Christopher","5,690.18","8/7/2018","2",35,"7","6.9","0","49,549.20"
"811","1",1,"2","Patrick","258,285.94","8/7/2018","2",46,"1","2,013.08","0","39,307.68"
"812","1",1,"2","Christopher","5,667.78","8/7/2018","2",35,"3","22.4","0","50,710.68"
"813","1",1,"0","Debra","31.37","8/7/2018","1",18,"0","32.32","0","14,448.96"
"814","1",1,"2","Rhonda","1,783.86","8/7/2018","1",40,"0","21.22","0","32,323.20"
"815","1",1,"2","Tonya","2,604.08","8/7/2018","1",27,"2","9.63","0","16,966.80"
"816","2",NA,"4","Linda","3,667.29","8/7/2018","1",35,NA,"2,443.24","1","43,283.76"
"817","1",1,"0","Robert","1,241.98","8/7/2018","2",20,"2","207.24","0","19,340.64"
"818","1",1,"0","Diana","360.95","8/7/2018","1",26,"2","9.43","0","349,343.88"
"819","2",NA,"4","Ryan","1,236.10","8/7/2018","2",31,NA,"996.24","1","203,918.76"
"820","1",1,"2","Rhonda","1,761.39","8/7/2018","1",40,"0","22.47","0","16,032.96"
"821","1",0,"2","Barry","11.23","8/7/2018","2",38,"3","18.78","0","692,884.68"
"822","1",1,"2","Diana","355.4","8/7/2018","1",26,"0","5.55","0","222,735.48"
"823","2",NA,"1","Jessica","16,076.62","8/7/2018","1",34,NA,"39","0","21,051.12"
"824","2",NA,"4","Debra","792.7","8/7/2018","1",18,NA,"761.33","1","15,963.24"
"825","2",NA,"1","Ronald","1,803.77","8/7/2018","2",25,NA,"99","0","16,260.24"
"826","2",NA,"3","Marissa","1,661.08","8/7/2018","1",23,NA,"213","0","29,202.72"
"827","2",NA,"1","Luis","1,374.71","8/7/2018","2",27,NA,"28","0","50,567.64"
"828","2",NA,"4","Kaitlyn","2,507.96","8/7/2018","1",21,NA,"1,037.07","1","15,728.28"
"829","1",1,"0","Joseph","950.02","8/7/2018","2",37,"2","7.35","0","34,564.08"
"830","1",0,"0","Tonya","2,596.82","8/7/2018","1",27,"4","7.26","0","31,964.76"
"831","1",1,"0","Stephanie","41.4","8/7/2018","1",53,"0","11.17","0","222,499.92"
"832","1",1,"2","Kristin","768.16","8/7/2018","1",43,"1","16.11","0","16,142.40"
"833","2",NA,"1","Tiffany","1,115.60","8/7/2018","1",25,NA,"32","0","222,196.68"
"834","2",NA,"4","Richard","17,127.02","8/7/2018","2",24,NA,"6,024.49","1","44,206.68"
"835","1",0,"2","Kristin","734.9","8/7/2018","1",43,"1","33.26","0","15,344.52"
"836","1",0,"0","Kristin","179.13","8/7/2018","1",43,"1","555.77","0","37,012.20"
"837","1",1,"0","Diana","352.91","8/7/2018","1",26,"0","2.49","0","74,326.92"
"838","1",1,"2","Michael","0.25","8/7/2018","2",38,"1","5.46","0","37,805.16"
"839","1",1,"2","Diana","341.64","8/7/2018","1",26,"0","11.27","0","29,085.36"
"840","1",1,"0","Robert","6,623.52","8/7/2018","2",26,"1","9.52","0","190,659.72"
"841","1",1,"0","Antonio","396.47","8/7/2018","2",26,"4","11.77","0","68,881.32"
"842","2",NA,"4","Stephanie","1,011.87","8/7/2018","1",53,NA,"970.47","1","20,824.56"
"843","2",NA,"4","Eric","34,865.92","8/7/2018","2",42,NA,"1,757.82","1","76,464.12"
"844","2",NA,"1","Paul","845.39","8/7/2018","2",25,NA,"46","0","84,767.04"
"845","1",1,"2","Jeffrey","1,557.61","8/7/2018","2",24,"1","11.85","0","2,282,754.72"
"846","1",1,"2","Kristin","149.66","8/7/2018","1",43,"3","29.47","0","357,255.96"
"847","2",NA,"1","Michele","793.27","8/7/2018","1",30,NA,"154","0","27,327.12"
"848","2",NA,"3","Daniel","2,053.81","8/7/2018","2",22,NA,"1,854.00","0","12,205.08"
"849","2",NA,"1","Tyler","952.55","8/7/2018","2",44,NA,"27","0","30,508.92"
"850","2",NA,"4","Michael","1,002.38","8/7/2018","2",38,NA,"1,002.13","1","3,099,167.28"
"851","2",NA,"4","Derek","1,628.18","8/7/2018","2",20,NA,"1,099.70","1","203,770.32"
"852","2",NA,"4","Ruth","1,289.91","8/7/2018","1",47,NA,"1,272.47","1","14,624.28"
"853","2",NA,"3","Gregory","429.05","8/7/2018","2",42,NA,"20","0","23,417.04"
"854","2",NA,"4","Sandra","3,725.95","8/7/2018","1",34,NA,"3,517.61","1","44,026.68"
"855","2",NA,"4","Scott","987.16","8/7/2018","2",23,NA,"982.71","1","203,632.20"
"856","1",1,"0","Kristin","131.44","8/7/2018","1",43,"1","18.22","0","28,943.16"
"857","1",1,"0","Robert","1,228.08","8/7/2018","2",20,"2","13.9","0","14,508.24"
"858","1",1,"0","Kaitlyn","2,488.33","8/7/2018","1",21,"2","19.63","0","652,460.52"
